1,클래식,0
2,국악,0
3,피아노,1
4,오르간,1
5,작곡,1
6,작곡이론,1
7,플루트,1
8,오보에,1
9,클라리넷,1
10,바순,1
11,호른,1
12,트럼펫,1
13,트럼본,1
14,튜바,1
15,바이올린,1
16,비올라,1
17,첼로,1
18,더블베이스,1
19,소프라노,1
20,알토,1
21,테너,1
22,바리톤,1
23,베이스,1
24,가야금,2
25,거문고,2
26,대금,2
27,피리,2
28,대금,2
29,해금,2
30,아쟁,2
31,타악,2
32,정가,2
33,판소리,2
34,민요,2
35,이론,2
36,작곡,2
37,지휘,2
